('Total Revenue', '270,010,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         811495 function calls (787257 primitive calls) in 3.785 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
      343    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
       16    0.000    0.000    0.000    0.000 message.py:494(get)
      334    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.001    0.001 dammit.py:734(UnicodeDammit)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
      349    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
    87/62    0.000    0.000    0.004    0.000 typing.py:508(__getitem__)
        1    0.000    0.000    0.000    0.000 ssl.py:1309(_real_close)
       19    0.000    0.000    0.000    0.000 typing.py:2476(overload)
      232    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      190    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
       54    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
       25    0.000    0.000    0.002    0.000 typing.py:740(Optional)
        2    0.000    0.000    0.104    0.052 client.py:213(_read_headers)
        2    0.000    0.000    0.135    0.068 api.py:1(<module>)
      127    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
        2    0.000    0.000    0.001    0.001 readers.py:1(<module>)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
    71/51    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
      288    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
       40    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        1    0.000    0.000    0.004    0.004 parse.py:1(<module>)
        2    0.000    0.000    0.014    0.007 core.py:1(<module>)
      405    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
  139/137    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      682    0.000    0.000    0.000    0.000 ssl.py:1083(_checkClosed)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
  133/115    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
      3/2    0.000    0.000    1.828    0.914 sessions.py:159(resolve_redirects)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
        2    0.000    0.000    0.986    0.493 connection.py:485(getresponse)
      213    0.000    0.000    0.000    0.000 filter.py:292(matches_string)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.086    0.086 sessions.py:1(<module>)
       12    0.000    0.000    0.000    0.000 message.py:529(get_all)
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
       63    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       44    0.000    0.000    1.007    0.023 models.py:816(generate)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.035    0.035 cd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
       72    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
        2    0.000    0.000    0.026    0.013 parser.py:1(<module>)
        2    0.000    0.000    0.986    0.493 client.py:324(begin)
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      198    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
       18    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        2    0.000    0.000    1.328    0.664 connectionpool.py:592(urlopen)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       44    0.000    0.000    1.007    0.023 response.py:1044(stream)
       62    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        2    0.000    0.000    1.329    0.664 adapters.py:613(send)
        2    0.000    0.000    0.000    0.000 connection.py:369(request)
        1    0.000    0.000    0.099    0.099 compat.py:1(<module>)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
        7    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.181    0.181 _base_connection.py:1(<module>)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
       10    0.000    0.000    0.000    0.000 client.py:1292(putheader)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       14    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
       16    0.000    0.000    0.019    0.001 css_parser.py:1149(process_selectors)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        2    0.000    0.000    0.002    0.001 _collections.py:1(<module>)
       48    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        3    0.000    0.000    0.000    0.000 filter.py:378(__init__)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
       16    0.000    0.000    0.037    0.002 css_parser.py:306(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    0.306    0.306 __init__.py:209(__init__)
        9    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
      160    0.000    0.000    0.000    0.000 enum.py:1292(value)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.004    0.002 abc.py:1(<module>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 _collections.py:335(extend)
        2    0.000    0.000    1.327    0.664 connectionpool.py:377(_make_request)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       49    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
      195    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
      260    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.020    0.020 feedparser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
        3    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        1    0.000    0.000    0.013    0.013 css_match.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      114    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
      124    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        2    0.000    0.000    0.881    0.440 client.py:291(_read_status)
       40    0.000    0.000    0.000    0.000 _collections.py:300(add)
        5    0.000    0.000    0.000    0.000 feedparser.py:100(push)
       65    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.006    0.006 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ssl_.py:225(create_urllib3_context)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7ff6db9a7920}
       33    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.054    0.054 ssl.py:956(_create)
        1    0.000    0.000    0.008    0.008 _typing.py:1(<module>)
        1    0.000    0.000    0.145    0.145 _request_methods.py:1(<module>)
        1    0.000    0.000    0.039    0.039 css_parser.py:428(CSSParser)
       52    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
       49    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        6    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        7    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        6    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.340    0.340 connection.py:669(connect)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      294    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
        2    0.000    0.000    0.001    0.001 parser.py:41(parse)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       24    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.054    0.054 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.068    0.068 formatter.py:1(<module>)
       67    0.000    0.000    0.000    0.000 typing_extensions.py:3411(_is_unpacked_typevartuple)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
        7    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.006    0.006 header.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        1    0.000    0.000    0.007    0.007 css_types.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
       23    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       42    0.000    0.000    0.000    0.000 element.py:1881(_all_strings)
        1    0.000    0.000    0.017    0.017 filepost.py:1(<module>)
       83    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        6    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        2    0.000    0.000    0.000    0.000 adapters.py:359(build_response)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        2    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        2    0.000    0.000    0.000    0.000 response.py:577(__init__)
        1    0.000    0.000    0.004    0.004 mimetypes.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        8    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        3    0.000    0.000    0.007    0.002 element.py:1079(_find_all)
        1    0.000    0.000    0.002    0.002 message.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
      9/7    0.000    0.000    0.017    0.002 <frozen importlib._bootstrap_external>:1287(create_module)
       20    0.000    0.000    0.014    0.001 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
       32    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        2    0.000    0.000    0.001    0.001 parser.py:56(parsestr)
        1    0.000    0.000    0.018    0.018 _policybase.py:1(<module>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.286    0.286 connection.py:27(create_connection)
       59    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.001    0.000 utils.py:204(get_netrc_auth)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        7    0.000    0.000    0.001    0.000 feedparser.py:176(_call_parse)
       62    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
       62    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        3    0.000    0.000    0.000    0.000 utils.py:765(should_bypass_proxies)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:454(__setattr__)
       14    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       10    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        7    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
       21    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.021    0.021 css_parser.py:326(__init__)
       32    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
       10    0.000    0.000    0.000    0.000 structures.py:40(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.001    0.001 _html5lib.py:1(<module>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        7    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    2.339    2.339 sessions.py:500(request)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
      145    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
      193    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 __init__.py:1287(_StderrHandler)
       24    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 response.py:864(_raw_read)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.126    0.126 css.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       54    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
      106    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        9    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
       52    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.005    0.005 fields.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       40    0.000    0.000    0.000    0.000 message.py:511(set_raw)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
       30    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       24    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        1    0.000    0.000    0.001    0.001 readers.py:17(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        7    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        2    0.000    0.000    0.000    0.000 socket.py:770(close)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        7    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        1    0.000    0.000    0.002    0.002 _adapters.py:144(_reader)
        3    0.000    0.000    0.007    0.002 filter.py:163(find_all)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.000    0.000 response.py:916(read)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        6    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        7    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        8    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
       29    0.000    0.000    0.000    0.000 element.py:2181(get_attribute_list)
        1    0.000    0.000    0.000    0.000 calendar.py:45(__getattr__)
        1    0.000    0.000    0.232    0.232 socket.py:946(getaddrinfo)
        2    0.000    0.000    0.986    0.493 client.py:1384(getresponse)
        1    0.000    0.000    0.002    0.002 core.py:21(where)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        1    0.000    0.000    0.286    0.286 connection.py:192(_new_conn)
       18    0.000    0.000    0.000    0.000 element.py:524(get_text)
       45    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:3351(_check_generic)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        1    0.000    0.000    0.001    0.001 _lxml.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.001    0.001 socks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
       46    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
        6    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        5    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        7    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
    68/37    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
       15    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        2    0.000    0.000    0.007    0.004 element.py:2723(find_all)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
       25    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        2    0.000    0.000    0.000    0.000 adapters.py:446(get_connection_with_tls_context)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
       26    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        5    0.000    0.000    1.008    0.202 models.py:890(content)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
        4    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
       32    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
       25    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
